_id;firstName;middleName;lastName;nameNick;pos;height;weight;college;birthDate;birthCity;birthState;birthCountry;birthCountry_;highSchool;hsCity;hsState;hsCountry;hsCountry_
douglka01w;Katie;;Douglas;;Guard-Forward;182.88;75.75;Purdue;1979-05-07;;;;;;;;;
duffyme01w;Megan;;Duffy;;Guard;170.18;61.235;Notre Dame;1984-07-13;;;;;;;;;
dunlavi01w;Victoria;;Dunlap;;Forward;185.42;72.575;Kentucky;1989-09-19;Nashville;;USA;United States of America;;;;;
dunnli99wc;Lin;;Dunn;;;;;;;;;;;;;;;
dunntr01wc;T.R.;;Dunn;;;;;;;;;;;;;;;
dupreca01w;Candice;;Dupree;;Forward;187.96;73.482;Temple;1984-08-16;;;;;;;;;
dydekka01w;Katarzyna;Elzbieta;Dydek;Kashka;Forward-Center;200.66;86.182;Evangel;1970-03-21;Warsaw;;POL;Poland;;;;;
dydekma01w;Malgorzata;Teresa;Dydek;Margo;Center;;101.151;;1974-04-28;Warsaw;;POL;Poland;;;;;
edwarmi01w;Michelle;;Edwards;;Guard;175.26;68.039;Rutgers;1966-03-06;;;;;;;;;
edwarsi01w;Simone;;Edwards;;Center;193.04;74.389;Iowa;1973-11-17;;;;;;;;;
edwarte01w;Teresa;;Edwards;;Guard-Forward;180.34;70.307;Georgia;1964-07-09;Cairo;;USA;United States of America;;;;;
edwarto01w;Tonya;;Edwards;;Guard;177.8;72.575;Tennessee;1968-03-13;;;;;;;;;
elysh01w;Shyra;;Ely;;Forward;187.96;82.554;Tennessee;1983-08-09;;;;;Ben davis;Indianapolis;IN;USA;United States of America
enissh01w;Shalonda;;Enis;;Forward-Center;185.42;83.915;Alabama;1974-12-03;;;;;;;;;
erbsu01w;Summer;;Erb;;Center;198.12;108.862;North Carolina State;1977-07-25;;;;;;;;;
ervinla01w;Lauren;;Ervin;;Forward;193.04;77.564;Arkansas;1985-03-24;;;;;;;;;
estessh99w;Sheryl;;Estes;;;;;;;;;;;;;;;
evansda01w;Dawn;;Evans;;Guard;170.18;;James Madison;1989-06-30;;;;;Northeast;Clarksville;TN;USA;United States of America
evansde01w;Dena;;Evans;;Guard;162.56;56.699;Virginia;1970-10-11;;;;;;;;;
fallotr01w;Trisha;Nicole;Fallon;Trish;Guard-Forward;190.5;74.843;;1972-07-23;Melbourne;VIC;AUS;Australia;;;;;
farriba01w;Barbara;;Farris;;Forward-Center;190.5;90.718;Tulane;1976-09-10;;;;;;;;;
feastal01w;Allison;;Feaster;;Forward;180.34;76.203;Harvard;1976-02-11;;;;;;;;;
feifesu01w;Sui;;Feifei;;Guard;185.42;73.482;;1979-01-29;Qingdao;;CHN;China;;;;;
feldeja01w;Janice;;Felder;;Forward;185.42;;Southern Mississippi;1969-10-16;;;;;;;;;
ferdima01w;Marie;;Ferdinand-Harris;;Guard;175.26;69.4;Louisiana State;1978-10-13;;;;;;;;;
fernama01w;Marta;;Fernandez Farres;;Guard;180.34;62.596;;1981-12-21;Barcelona;;ESP;Spain;;;;;
ferrama01w;Marina;;Ferragut Castillo;;Forward;190.5;86.182;;1972-02-11;Barcelona;;ESP;Spain;;;;;
figgsuk01w;Ukari;Okien;Figgs;;Guard;175.26;64.41;Purdue;1977-03-31;Georgetown;;USA;United States of America;;;;;
fijalis01w;Isabelle;;Fijalkowski;;Center;195.58;90.718;Colorado;1972-05-23;Clermont-ferrand;;FRA;France;;;;;
firsool01w;Olga;;Firsova;;Center;198.12;97.522;Kansas State;1976-04-23;;;;;;;;;
floremi01w;Milena;;Flores;;Guard;167.64;56.699;Stanford;1977-10-19;;;;;;;;;
flukety01w;Tye'sha;;Fluker;;Center;195.58;94.801;Tennessee;1984-12-27;;;;;Muir;Chino;CA;USA;United States of America
folklkr01w;Kristin;;Folkl;;Forward;187.96;86.182;Stanford;1975-12-19;;;;;St. joseph's academy;St. louis;MO;USA;United States of America
fordch01w;Cheryl;;Ford;;Forward;190.5;89.811;Louisiana Tech;1981-06-06;Homer;;USA;United States of America;Summerfield;Summerfield;LA;USA;United States of America
fordki01w;Kisha;;Ford;;Guard-Forward;177.8;69.4;Georgia Tech;1975-04-04;;;;;Bryn mawr;Baltimore;MD;USA;United States of America
fordst01w;Stacey;;Ford;;Forward;187.96;83.915;Georgia;1969-01-14;;;;;;;;;
fortnne99w;Nell;;Fortner;;;;;;;;;;;;;;;
fostecl99w;Cliffa;;Foster;;;;;;;;;;;;;;;
fosteto01w;Toni;;Foster;;Forward;185.42;79.379;Iowa;1971-10-16;;;;;;;;;
fowlesy01w;Sylvia;Shaqueria;Fowles;;Center;198.12;90.718;Louisiana State;1985-10-06;Miami;FL;USA;United States of America;Gulliver prep;Miami;FL;USA;United States of America
francde01w;Desiree;;Francis;;Forward;177.8;87.543;Iowa State;1975-08-24;;;;;;;;;
frankaq01w;A'Quonesia;Krashun;Franklin;;Guard;162.56;69.853;Texas A&M;1985-09-29;;;;;;;;;
frankba01w;Barb;;Franke;;Forward-Center;;;Wisconsin;;;;;;Cedar falls;Cedar falls;IA;USA;United States of America
frazeme01w;Megan;;Frazee;;Forward;190.5;86.636;Liberty;1987-03-29;;;;;;;;;
freemla01w;Lauretta;;Freeman;;Forward;185.42;79.379;Auburn;1971-03-17;;;;;;;;;
fresest01w;Stacy;;Frese;;Guard;172.72;57.153;Iowa State;1976-09-23;;;;;;;;;
frettla01w;La'Keshia;;Frett;;Forward;190.5;77.111;Georgia;1975-06-12;;;;;Phoebus;Hampton;VA;USA;United States of America
friertr01w;Trina;;Frierson;;Forward;187.96;84.368;Louisiana Tech;1979-08-23;;;;;;;;;
frohlli01w;Linda;;Frohlich;;Forward-Center;190.5;83.915;;1979-06-23;;;;;;;;;
frostsh01w;Sheila;;Frost;;Center;193.04;83.461;Tennessee;1966-12-19;;;;;;;;;
futreca01w;Candace;;Futrell;;Guard;177.8;69.853;Duquesne;1982-07-10;;;;;;;;;
gaineco01w;Corey;;Gaines;;;;;;;;;;;;;;;
gaithka01w;Katryna;;Gaither;;Center;190.5;77.111;Notre Dame;1975-08-13;;;;;;;;;
gamblam01w;Amy;Jean;Gamble;;Forward;177.8;73.935;Arizona;1964-12-17;Wheeling;WV;USA;United States of America;John marshall;Glen dale;WV;USA;United States of America
ganttr01w;Travesa;;Gant;;Center;187.96;82.1;Lamar;1971-10-10;;;;;;;;;
garcibe01w;Begona;;Garcia Pinero;;Guard;165.1;61.235;;1976-09-03;Cadiz;;ESP;Spain;;;;;
gardike01w;Kerri;;Gardin;;Forward;185.42;76.203;Virginia Tech;1984-05-19;;;;;;;;;
gardnan01w;Andrea;;Gardner;;Forward-Center;190.5;86.182;Howard;1979-12-23;;;;;;;;;
garnean01w;Andrea;;Garner;;Forward-Center;190.5;72.575;Penn State;1979-01-05;;;;;;;;;
gaydeco01w;Cornelia;;Gayden;;Guard;175.26;68.039;Louisiana State;1971-05-11;;;;;;;;;
gaypi01w;Pietra;;Gay;;Guard-Forward;180.34;83.007;Louisiana State;1974-08-21;;;;;;;;;
gearlka01w;Katie;;Gearlds;;Guard-Forward;185.42;83.461;Purdue;1984-10-26;Beech grove;IN;USA;United States of America;Beech grove;Beech grove;IN;USA;United States of America
gessiki01w;Kim;;Gessig;;Forward;190.5;79.379;USC;1970-12-29;;;;;;;;;
gibsoke01w;Kelley;;Gibson;;Guard-Forward;177.8;61.689;Maryland;1976-11-10;;;;;;;;;
gilbrbr01w;Briana;Renee;Gilbreath;;Guard;185.42;;USC;1990-08-16;Houston;TX;USA;United States of America;Cinco ranch;Katy;TX;USA;United States of America
gilloje01w;Jennifer;;Gillom;;Forward-Center;190.5;81.647;Mississippi;1964-06-13;Abbeville;;USA;United States of America;;;;;
gilmous01w;Usha;;Gilmore;;Guard;180.34;71.668;Rutgers;1978-08-24;Moncks corner;;USA;United States of America;;;;;
gisseka01w;Kamela;;Gissendanner;;Forward;185.42;80.739;Penn State;1985-07-27;;;;;;;;;
givench01w;Chrissy;Tiyana;Givens;;Guard;177.8;;Middle Tennessee State;1985-07-26;Monroe;LA;USA;United States of America;Ouachita;Monroe;LA;USA;United States of America
godbyli01w;Linda;;Godby;;Forward-Center;198.12;73.935;Auburn;1968-10-17;;;;;Warren central;Warren;IN;USA;United States of America
gomisem01w;Emilie;;Gomis;;Guard;180.34;60.781;;1983-10-18;Ziguinchor;;SEN;Senegal;;;;;
goodemo01w;Molly;;Goodenbour;;Guard;167.64;58.967;Stanford;1972-02-08;;;;;;;;;
goodeti01w;Tiffany;;Gooden;;Forward;180.34;74.843;Iowa;1975-10-23;;;;;R. nelson snider;Fort wayne;IN;USA;United States of America
goodlsa01w;Sasha;Samolia;Goodlett;;Center;195.58;108.408;Georgia Tech;1990-08-09;Jackson;MS;USA;United States of America;Clinton;Jackson;MS;USA;United States of America
goodsad01w;Adrienne;;Goodson;;Forward;182.88;74.843;Old Dominion;1966-10-19;;;;;;;;;
gordobr01w;Bridgette;C.;Gordon;;Forward;182.88;72.121;Tennessee;1967-04-27;Deland;;USA;United States of America;;;;;
goringi01w;Gillian;Rachael;Goring;Gigi;Center;200.66;102.058;North Carolina State (jr-sr);1983-06-07;Morvant;;TRI;Trinidad and Tobago;Waterloo west;Waterloo;IA;USA;United States of America
gortmsh01w;Shaunzinski;;Gortman;;Guard;177.8;71.668;South Carolina;1979-12-07;;;;;;;;;
grafca99wc;Carrie;;Graf;;;;;;;;;;;;;;;
grahama01w;Margo;;Graham;;Center;190.5;108.862;Houston;1970-12-18;;;;;St. agnes;Houston;TX;USA;United States of America
granter01w;Erin;;Grant;;Guard;172.72;56.699;Texas Tech;1984-06-13;;;;;Mansfield;Mansfield;TX;USA;United States of America
gravede01w;Denique;;Graves;;Center;195.58;96.162;Howard;1975-09-16;;;;;;;;;
graylal01w;Alexis;;Gray-Lawson;;Guard;172.72;79.832;California;1987-04-21;Oakland;CA;USA;United States of America;Oakland tech;Oakland;CA;USA;United States of America
grecomi01w;Michelle;;Greco;;Guard;175.26;65.771;UCLA;1980-03-24;;;;;;;;;
greenci01w;Cisti;Nicole;Greenwalt;;Center;195.58;83.007;Texas Tech;1983-04-04;Clovis;NM;USA;United States of America;Clovis;Clovis;NM;USA;United States of America
greenka01w;Kalana;Lanette;Greene;;Guard;177.8;77.111;Connecticut;1987-07-13;St. stephen;SC;USA;United States of America;Timberland;St. stephen;SC;USA;United States of America
grginve01w;Vedrana;;Grgin-Fonseca;;Forward;185.42;72.575;;1975-01-13;;;;;;;;;
griffke01w;Kelsey;;Griffin;;Forward;187.96;81.193;Nebraska;1987-07-02;Eagle river;;USA;United States of America;Chugiak;Chugiak;AK;USA;United States of America
griffyo01w;Yolanda;Yvette;Griffith;Yo Yo;Forward-Center;190.5;85.275;Florida Atlantic;1970-03-01;Chicago;IL;USA;United States of America;George washington carver;Chicago;IL;USA;United States of America
groomla01w;LeJuana;Anjanette;Hardmon Grooms;Lady;Guard-Forward;177.8;72.575;Georgia;1970-09-12;Raleigh;;USA;United States of America;Brown;Atlanta;GA;USA;United States of America
grubigo01w;Gordana;;Grubin;;Guard;180.34;74.843;;1972-08-20;;;;;;;;;
grudasa01w;Sandrine;;Gruda;;Forward-Center;193.04;83.915;;1987-06-25;Cannes;;FRA;France;;;;;
guytowa01w;Wanda;;Guyton;;Forward;185.42;80.739;South Florida;1965-10-14;;;;;Hillsborough;Tampa;FL;USA;United States of America
hagiwmi01w;Mikiko;;Hagiwara;;Guard;180.34;73.028;;1970-04-27;Fukushima;;JPN;Japan;;;;;
hairska01w;Kamesha;;Hairston;;Forward;182.88;68.039;Temple;1985-08-18;Toledo;OH;USA;United States of America;Bowsher;Toledo;OH;USA;United States of America
hallam01w;Amber;;Hall;;Forward;190.5;81.647;Washington;1977-12-29;;;;;;;;;
hallvi01w;Vicki;;Hall;;Forward;185.42;81.647;Texas;1969-10-03;;;;;;;;;
hamblan01w;Angela;;Hamblin;Angie;Guard;177.8;77.111;Iowa;1976-09-30;;;;;Lew wallace;Gary;IN;USA;United States of America
hammobe01w;Rebecca;Lynn;Hammon;Becky;Guard;167.64;61.689;Colorado State;1977-03-11;Rapid city;SD;USA;United States of America;Stevens;Rapid city;SD;USA;United States of America
hamptky01w;Kym;;Hampton;;Forward;187.96;95.254;Arizona State;1962-11-03;;;;;;;;;
hamzoro01w;Romana;;Hamzova;;Guard;175.26;68.946;;1970-08-17;Prerov;;TCH;Czechoslovakia;;;;;
hardili01w;Lindsey;;Harding;;Guard;172.72;63.049;Duke;1984-06-12;;;;;;;;;
hardish01w;Shantel;;Hardison;;Guard;175.26;74.843;Louisiana Tech;1969-06-27;;;;;;;;;
hargrli99w;Linda;;Hargrove;;;;;;;;;;;;;;;
harpela01w;Laura;;Harper;;Forward-Center;195.58;86.182;Maryland;1986-04-11;Elkins park;;USA;United States of America;Cheltenham;Wynecote;PA;USA;United States of America
harriam01w;Amber;;Harris;;Forward;195.58;91.626;Xavier;1988-01-16;Indianapolis;IN;USA;United States of America;North central;Indianapolis;IN;USA;United States of America
harrido01w;Donna;;Harrington;;Forward;190.5;86.182;Old Dominion;1966-09-29;;;;;;;;;
harrifr01w;Fran;;Harris;;Guard;182.88;69.853;Texas;1965-03-12;Dallas;TX;USA;United States of America;South oak cliff;Dallas;TX;USA;United States of America
harrili01w;Lisa;;Harrison;;Forward;185.42;74.389;Tennessee;1971-01-02;;;;;;;;;
harrokr01w;Kristi;Lee;Harrower;;Guard;162.56;63.049;;1975-03-04;Bendigo;;AUS;Australia;;;;;
harveca99w;Candi;;Harvey;;;;;;;;;;;;;;;
haydeva01w;Vanessa;L'asonya;Hayden;;Center;193.04;108.862;Florida;1982-06-05;Orlando;FL;USA;United States of America;William r. boone;Orlando;FL;USA;United States of America
hayesti01w;Tiffany;;Hayes;;Guard;177.8;;Connecticut;1989-09-20;;;;;Winter haven;Lakeland;FL;USA;United States of America
haynikr01w;Kristin;;Haynie;;Guard;175.26;66.678;Michigan State;1983-06-17;;;;;;;;;
headde01w;Dena;;Head;;Guard;177.8;72.575;Tennessee;1970-08-16;;;;;;;;;
hedgpch01w;Christy;;Hedgpeth;;Guard;175.26;64.864;Stanford;1972-02-17;;;;;;;;;
hemmera01w;Rachel;;Hemmer;;Forward-Center;190.5;;Stanford;1973-04-02;;;;;;;;;
hendene01w;Nekeshia;;Henderson;;Guard;172.72;65.317;Texas;1973-02-28;;;;;;;;;
hendetr01w;Tracy;;Henderson;;Center;190.5;90.718;Georgia;1974-12-31;;;;;Patrick henry;Minneapolis;MN;USA;United States of America
henniso01w;Sonja;;Henning;;Guard;170.18;64.864;Stanford;1969-10-04;;;;;;;;;
henryan01w;Aneika;;Henry;;Forward;190.5;92.986;Florida;1986-02-13;;;;;;;;;
herriam01w;Amy;;Herrig;;Center;193.04;85.729;Iowa;1977-06-06;;;;;Dubuque;Dubuque;IA;USA;United States of America
hibbeka01w;Katrina;;Hibbert;;Guard-Forward;177.8;63.503;Louisiana State;1977-09-29;;;;;;;;;
hicksje01w;Jessie;;Hicks;;Forward-Center;193.04;85.275;Maryland;1971-12-02;;;;;;;;;
hightal01w;Allison;Kina;Hightower;;Guard;177.8;63.049;Louisiana State;1988-04-06;Dallas;TX;USA;United States of America;Juan seguin;Arlington;TX;USA;United States of America
hillec01w;E.C.;;Hill;;Guard;170.18;78.471;Northern Illinois;1971-04-06;;;;;;;;;
hillmli99w;Linda;;Hill-MacDonald;;;;;;;;;;;;;;;
hillmna01w;Na'Sheema;;Hillmon;;;;;Vanderbilt;;;;;;Trinity;Cleveland;OH;USA;United States of America
hledeko01w;Korie;;Hlede;;Guard;175.26;68.039;Duquesne;1975-03-29;;;;;;;;;
hodgeda01w;Dale;;Hodges;;Guard-Forward;185.42;77.111;St. Joseph's;1968-01-21;Philadelphia;;USA;United States of America;Central;Trenton;NJ;USA;United States of America
hodgedo01w;Doneeka;;Lewis (nee Hodges);;Guard;175.26;72.575;Louisiana State;1982-07-19;;;;;;;;;
hodgero01w;Roneeka;;Hodges;;Guard;180.34;74.843;Florida State;1982-07-19;;;;;;;;;
hodgesa01w;Sandra;;Hodge;Sweetness;Guard-Forward;175.26;;New Orleans;1962-07-31;Clinton;;USA;United States of America;;;;;
hoffmeb01w;Ebony;;Hoffman;;Forward;187.96;97.522;USC;1982-08-27;;;;;Narbonne;Harbor city;CA;USA;United States of America
holdeta99w;Tammy;;Holder;;;;;;;;;;;;;;;
holdsch01w;Chamique;Shaunta;Holdsclaw;;Forward;187.96;78.018;Tennessee;1977-08-09;Astoria;;USA;United States of America;Christ the king;Middle village;NY;USA;United States of America
hollake01w;Kedra;;Holland-Corn;;Guard;172.72;58.513;Georgia;1974-11-05;;;;;;;;;
holliqu01w;Quanitra;;Hollingsworth;;Center;195.58;91.172;Virginia Commonwealth;1988-11-15;Portsmouth;;USA;United States of America;Great bridge;Chesapeake;VA;USA;United States of America
holmejo01w;Joy;;Holmes-Harris;;Forward;177.8;68.039;Purdue;1969-03-31;;;;;;;;;
holmese01w;Sequoia;;Holmes;;Guard-Forward;185.42;70.307;UNLV;1986-06-13;;;;;;;;;
holtam01w;Amber;;Holt;;Forward;182.88;76.203;Middle Tennessee State;1985-06-07;;;;;;;;;
hopeky01w;Kymberly;N.;Hope;Kym,Hollywood;Center;187.96;74.843;Miami (FL);1977-11-23;Hollywood;;USA;United States of America;Mcarthur;Miami;FL;USA;United States of America
hopsosu01w;Susie;;Hopson-Shelton;;Forward-Center;187.96;79.379;Mars Hill;1974-06-21;;;;;;;;;
hornbal01w;Alexis;;Hornbuckle;;Guard;180.34;70.307;Tennessee;1985-10-16;;;;;South charleston;South charleston;WV;USA;United States of America
houstch01w;Charde;;Houston;;Forward;182.88;85.729;Connecticut;1986-04-10;;;;;;;;;
houtsas01w;Ashley;;Houts;;Guard;167.64;63.503;Georgia;1987-12-31;Trenton;NJ;USA;United States of America;Dade county;Trenton;NJ;USA;United States of America
howarje01w;Jennifer;;Howard;;Guard;167.64;58.967;North Carolina State;1975-01-21;;;;;Fred t. foard;Vale;NC;USA;United States of America
howarme01w;Melody;;Howard;;Guard;175.26;65.771;SW Missouri State;1972-04-02;;;;;;;;;
hudsopa01w;Pam;;Hudson;;Forward;180.34;63.049;Northwestern State;1968-09-19;;;;;;;;;
hugheda99w;Dan;;Hughes;;;;;;;;;;;;;;;
hullaja99w;Jacquie;;Hullah;;;;;;;;;;;;;;;
humphta01w;Tasha;;Humphrey;;Center;190.5;86.182;Georgia;1985-12-29;Gainesville;GA;USA;United States of America;Gainesville;Gainesville;GA;USA;United States of America
ibekwif01w;Ify;;Ibekwe;;Forward;187.96;;Arizona;1989-10-05;Carson;;USA;United States of America;;;;;
irvinsa01w;Sandora;;Irvin;;Forward;190.5;83.915;Texas Christian;1982-02-23;;;;;;;;;
ivanyda01w;Dalma;;Ivanyi;;Guard;177.8;61.235;Florida International;1976-03-18;;;;;;;;;
iveyni01w;Niele;;Ivey;;Guard;170.18;67.585;Notre Dame;1977-09-24;;;;;;;;;
jacksan01w;Angela;;Jackson;;Center;193.04;92.986;Texas;1976-03-30;;;;;;;;;
jacksde01w;Deanna;;Jackson;;Forward;187.96;70.307;Alabama-Birmingham;1979-12-15;;;;;;;;;
jacksgw01w;Gwen;;Jackson;;Forward;190.5;82.554;Tennessee;1980-10-23;;;;;Eufaula;Eufaula;AL;USA;United States of America
jacksla01w;Lauren;Elizabeth;Jackson;;Forward-Center;195.58;84.822;;1981-05-11;Albury;;AUS;Australia;;;;;
jacksta01w;Tammy;Eloise;Jackson;;Forward-Center;190.5;81.193;Florida;1962-12-03;Gainesville;GA;USA;United States of America;;;;;
jacksta02w;Tamicha;;Jackson;;Guard;167.64;53.524;Louisiana Tech;1978-04-22;;;;;;;;;
jacksti01w;Tia;;Jackson;;Forward;180.34;67.132;Iowa;1972-04-21;;;;;;;;;
jacksti02w;Tiffany;;Jackson;;Forward;190.5;83.915;Texas;1985-04-26;;;;;Duncanville;Duncanville;TX;USA;United States of America
jacobam01w;Amber;;Jacobs;;Guard;172.72;68.946;Boston College;1982-06-29;;;;;;;;;
jacobje01w;Jennifer;;Jacoby;;Guard;172.72;58.967;Purdue;1973-02-20;Rossville;IN;USA;United States of America;Rossville;Rossville;IN;USA;United States of America
jamesta01w;Tamara;;James;;Forward;175.26;71.668;Miami (FL);1984-06-13;;;;;;;;;
januabr01w;Briann;;January;;Guard;172.72;65.317;Arizona State;1987-01-11;;;;;;;;;
jekaban01w;Anete;;Jekabsone-Zogota;;Guard;175.26;81.647;;1983-08-12;Saldus;;URS;Soviet Union;;;;;
jenkica99w;Carolyn;;Jenkins;;;;;;;;;;;;;;;
joensca01w;Cathy;;Joens;;Guard-Forward;180.34;74.843;George Washington;1981-02-12;;;;;;;;;
johnsad01w;Adrienne;;Johnson;;Guard;177.8;69.853;Ohio State;1974-02-05;;;;;;;;;
johnsch01w;Chandra;;Johnson;;Center;190.5;83.915;Wisconsin-Green Bay;1981-03-19;;;;;;;;;
johnsda01w;Dana;;Johnson;;Center;187.96;89.358;Tennessee;1973-02-19;;;;;;;;;
johnsgl01w;Glory;;Johnson;;Forward;190.5;77.111;Tennessee;1990-07-27;;;;;Webb school of knoxville;Knoxville;TN;USA;United States of America
johnsja01w;Jaclyn;;Johnson;;Forward;182.88;91.172;Kansas;1979-03-16;;;;;;;;;
johnsla01w;LaTonya;;Johnson;;Forward;185.42;68.039;Memphis;1975-08-17;;;;;;;;;
johnsle01w;Leslie;;Johnson;;Forward;187.96;99.79;Western Kentucky;1975-01-12;;;;;Northrop;Fort wayne;IN;USA;United States of America
johnsni01w;Niesa;;Johnson;;Guard;175.26;66.224;Alabama;1973-02-07;;;;;;;;;
johnspo01w;Pollyanna;;Johns Kimbrough;;Center;190.5;74.843;Michigan;1975-11-06;;;;;;;;;
johnssh01w;Shannon;Regina;Johnson;Pee-Wee;Guard;170.18;68.946;South Carolina;1974-08-18;Hartsville;SC;USA;United States of America;Hartsville;Hartsville;SC;USA;United States of America
johnssh02w;Shenise;;Johnson;;Guard;180.34;;Miami;1990-12-08;;;;;Rush-henrietta;Henrietta;NY;USA;United States of America
johnste01w;Temeka;;Johnson;;Guard;160.02;59.874;Louisiana State;1982-09-06;;;;;;;;;
johnsti01w;Tiffani;;Johnson;;Center;193.04;108.862;Tennessee;1975-12-27;;;;;;;;;
johnsvi01w;Vickie;;Johnson;;Guard-Forward;175.26;68.039;Louisiana Tech;1972-04-15;Coushatta;;USA;United States of America;;;;;
jollyke01w;Kellie;;Jolly Harper;;Guard;175.26;67.132;Tennessee;1977-05-03;;;;;;;;;
jonesas01w;Asjha;Takera;Jones;;Forward;187.96;88.904;Connecticut;1980-08-01;Piscataway;NJ;USA;United States of America;Piscataway;Piscataway;NJ;USA;United States of America
jonesch01w;Chandi;;Jones;;Guard-Forward;175.26;68.039;Houston;1982-03-25;;;;;Bay city;Bay city;TX;USA;United States of America
jonesja01w;Jameka;;Jones;;Guard;175.26;71.668;UNC Charlotte;1978-09-13;;;;;;;;;
joneskc01w;K.C.;;Jones;;;;;;;;;;;;;;;
jonesla01w;Larecha;;Jones;;Guard;185.42;81.647;Ohio State;1977-07-24;;;;;;;;;
jonesma01w;Marion;Lois;Jones;;Guard;177.8;68.039;North Carolina;1975-10-12;Los angeles;CA;USA;United States of America;"Rio mesa (fr-so); thousand oaks (jr-sr)";Oxnard/thousand oaks;CA;USA;United States of America
jonesme01w;Merlakia;;Jones;;Guard;175.26;66.678;Florida;1973-07-21;;;;;;;;;
jordapa01w;Pauline;;Jordan;;Center;190.5;92.986;UNLV;1968-04-27;;;;;;;;;
joyneja01w;Jacki;;Joyner-Kersee;;Forward;177.8;69.853;UCLA;1962-03-03;;;;;;;;;
kaplaan01w;Anita;;Kaplan;;Center;195.58;81.647;Stanford;1973-04-22;;;;;;;;;
kausaan01w;Aneta;;Kausaite;;Forward;182.88;70.307;Emporia State;1970-11-30;;;;;;;;;
kellycr01w;Crystal;;Kelly;;Forward;187.96;86.182;Western Kentucky;1986-09-15;;;;;Sacred heart academy;Louisville;KY;USA;United States of America
kenlaje99w;Jessie;;Kenlaw;;;;;;;;;;;;;;;
keyst99wc;Steven;;Key;;;;;;;;;;;;;;;
kingbsu01w;Susan;;King Borchardt;;Guard;170.18;61.235;Stanford;1981-07-27;;;;;Academy of holy angels;Richfield;MN;USA;United States of America
kingija01w;Jae;;Kingi-Cross;;Guard;172.72;68.039;;1976-01-20;;;;;;;;;
kizerly01w;Lynetta;;Kizer;;Forward-Center;193.04;97.522;Maryland;1990-04-04;;;;;Potomac senior;Woodbridge;VA;USA;United States of America
klimezu01w;Zuzana;;Klimesova;Zuzi;Forward;187.96;82.1;Vanderbilt;1979-01-21;Prague;;TCH;Czechoslovakia;;;;;
kloppga99wc;Gary;;Kloppenburg;;;;;;;;;;;;;;;
kobryew01w;Ewelina;;Kobryn;;Forward-Center;190.5;95.254;;1982-05-07;Tarnobrzeg;;POL;Poland;;;;;
koehnla01w;Laurie;;Koehn;;Guard;172.72;65.771;Kansas State;1982-05-13;;;;;;;;;
korstil01w;Ilona;Kalyuvna;Korstine;;Guard;177.8;72.575;;1980-05-30;St. petersburg;;RUS;Russia;;;;;
kossgr01w;Greta;;Koss;;Forward;185.42;65.771;Montana;1974-06-12;;;;;;;;;
kostaan01w;Anastasia;;Kostaki;;Guard;170.18;62.142;;1978-03-26;Athens;;GRE;Greece;;;;;
kostita01w;Tanja;;Kostic;;Forward;185.42;73.935;Oregon State;1972-11-10;;;;;;;;;
kraayca01w;Cathrine;;Kraayeveld;;Forward;193.04;81.647;Oregon;1981-09-30;;;;;;;;;
kubikni01w;Nicole;;Kubik;;Guard;175.26;65.771;Nebraska;1978-03-01;;;;;;;;;
kukloan01w;Andrea;;Kuklova;;Guard;182.88;68.039;;1971-07-16;;;;;;;;;
laceyal01w;Alison;Mavis;Lacey;;Guard;182.88;72.121;Iowa State;1987-12-26;Canberra;;AUS;Australia;;;;;
laceytr99w;Trudi;;Lacey;;;;;;;;;;;;;;;
lacyje01w;Jennifer;;Lacy;;Forward;190.5;79.379;Pepperdine;1983-03-21;;;;;;;;;
lacyna01w;Natasha;;Lacy;;Guard;177.8;74.843;UTEP (sr);1985-07-08;El paso;TX;USA;United States of America;Montwood;El paso;TX;USA;United States of America
lacyve01w;Venus;Milette;Lacy;;Center;193.04;106.141;Louisiana Tech;1967-02-09;Ruston;;USA;United States of America;;;;;
laimbbi01w;Bill;;Laimbeer;;;;;;;;;;;;;;;
lambesh01w;Sheila;Monique;Lambert;;Guard;170.18;56.699;Baylor;1980-07-21;Seattle;WA;USA;United States of America;Chief sealth;Seattle;WA;USA;United States of America
lambmo01w;Monica;;Lamb;;Center;195.58;93.44;USC;1964-10-11;;;;;;;;;
langeme01w;MerleLynn;Sabine;Lange-Harris;;Forward-Center;198.12;92.986;UNLV;1969-04-28;Toronto;;CAN;Canada;;;;;
langhcr01w;Crystal;;Langhorne;;Forward-Center;187.96;83.461;Maryland;1986-10-27;;;;;Willingboro;Willingboro;NJ;USA;United States of America
langja01w;Jamillah;;Lang;;Forward;182.88;83.915;Colorado;1972-06-23;;;;;;;;;
larakr01w;Krystyna;;Lara (nee Szymanska);;Guard;172.72;58.967;;1969-09-30;Nidzica;;POL;Poland;;;;;
larkier01w;Erlana;;Larkins;;Forward;185.42;95.254;North Carolina;1986-04-02;;;;;The benjamin school;North palm beach;FL;USA;United States of America
lassiam01w;Amanda;;Lassiter;;Forward;185.42;72.575;Missouri;1979-06-09;;;;;;;;;
lattaiv01w;Ivory;;Latta;;Guard;167.64;64.864;North Carolina;1984-09-24;;;;;York;Mcconnells;SC;USA;United States of America
lavenja01w;Jantel;;Lavender;;Center;193.04;83.915;Ohio State;1988-11-12;Cleveland;OH;USA;United States of America;Central catholic;Cleveland;OH;USA;United States of America
